"Name deutsch","Name englisch","URL der Einrichtung","Einrichtungsart","DFG Instituts ID","GRID ID","span"
"Bayerische Landesanstalt für Landwirtschaft (LfL)","Bavarian State Research Center for Agriculture (LfL)","www.lfl.bayern.de/","Landesforschung",10493,"grid.500031.7","Abteilung Qualitätssicherung und Untersuchungswesen"
"Bayerische Landesanstalt für Landwirtschaft (LfL)","Bavarian State Research Center for Agriculture (LfL)","www.lfl.bayern.de/","Landesforschung",10493,"grid.500031.7","Institut für Fischerei"
"Bayerische Landesanstalt für Landwirtschaft (LfL)","Bavarian State Research Center for Agriculture (LfL)","www.lfl.bayern.de/","Landesforschung",10493,"grid.500031.7","Institut für Landtechnik und Tierhaltung"
"Bayerische Landesanstalt für Landwirtschaft (LfL)","Bavarian State Research Center for Agriculture (LfL)","www.lfl.bayern.de/","Landesforschung",10493,"grid.500031.7","Institut für Pflanzenbau und Pflanzenzüchtung"
"Bayerische Landesanstalt für Landwirtschaft (LfL)","Bavarian State Research Center for Agriculture (LfL)","www.lfl.bayern.de/","Landesforschung",10493,"grid.500031.7","Institut für Pflanzenschutz"
"Bayerische Landesanstalt für Landwirtschaft (LfL)","Bavarian State Research Center for Agriculture (LfL)","www.lfl.bayern.de/","Landesforschung",10493,"grid.500031.7","Institut für Tierzucht"
"Bayerische Landesanstalt für Wald- und Forstwirtschaft","Bavarian State Institute of Forestry (LWF)","www.lwf.bayern.de","Landesforschung",20715944,"grid.500073.1",
"Bayerische Landesanstalt für Weinbau und Gartenbau (LWG)","Bavarian State Institute of Viticulture and Horticulture (LWG)","www.lwg.bayern.de/","Landesforschung",970762,"grid.506106.4",
"Bayerische Landesanstalt für Weinbau und Gartenbau (LWG)","Bavarian State Institute of Viticulture and Horticulture (LWG)","www.lwg.bayern.de/","Landesforschung",970762,"grid.506106.4","Institut für Bienenkunde und Imkerei"
"Bayerisches Amt für forstliche Saat- und Pflanzenzucht","Bavarian Office for Forestry Seed and Plant Breeding","www.forst.bayern.de/asp/","Landesforschung",163947524,,
"Bayerisches Landesamt für Denkmalpflege","Bavarian State Office for the Preservation of Historical Monuments (BLfD)","www.blfd.bayern.de/","Sonst. Forschg",10161,,
"Bayerisches Landesamt für Denkmalpflege","Bavarian State Office for the Preservation of Historical Monuments (BLfD)","www.blfd.bayern.de/","Sonst. Forschg",10161,,"Abteilung Praktische Denkmalpflege: Bodendenkmäler - Lineare Projekte"
"Bayerisches Landesamt für Denkmalpflege","Bavarian State Office for the Preservation of Historical Monuments (BLfD)","www.blfd.bayern.de/","Sonst. Forschg",10161,,"Bayerisches Landesamt für Denkmalpflege, Dienststelle Regensburg"
"Bayerisches Landesamt für Denkmalpflege","Bavarian State Office for the Preservation of Historical Monuments (BLfD)","www.blfd.bayern.de/","Sonst. Forschg",10161,,"Dienststelle Thierhaupten"
"Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit","Bavarian State Office for Health and Food Safety (LGL)","www.lgl.bayern.de/","Landesforschung",29897119,"grid.414279.d","Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit"
"Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit","Bavarian State Office for Health and Food Safety (LGL)","www.lgl.bayern.de/","Landesforschung",29897119,"grid.414279.d","Dienststelle Oberschleißheim"
"Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit","Bavarian State Office for Health and Food Safety (LGL)","www.lgl.bayern.de/","Landesforschung",29897119,"grid.414279.d","Landesinstitut für Gesundheit (GE)"
"Bayerisches Landesamt für Statistik","Bavarian State Agency for Statistics","www.statistik.bayern.de/","Landesforschung",225930877,,
"Bayerisches Landesamt für Umwelt (LfU)","Bavarian State Office for the Environment (LfU)","www.lfu.bayern.de","Landesforschung",30148,"grid.506112.1",
"Bayerisches Landesamt für Umwelt (LfU)","Bavarian State Office for the Environment (LfU)","www.lfu.bayern.de","Landesforschung",30148,"grid.506112.1","Abteilung 10: Geologischer Dienst"
"Bayerisches Landesamt für Umwelt (LfU)","Bavarian State Office for the Environment (LfU)","www.lfu.bayern.de","Landesforschung",30148,"grid.506112.1","Dienststelle Hof/Saale"
"Bayerisches Landesamt für Umwelt (LfU)","Bavarian State Office for the Environment (LfU)","www.lfu.bayern.de","Landesforschung",30148,"grid.506112.1","Dienststelle Marktredwitz"
"Bayerisches Laserzentrum (BLZ) GmbH","Bayerisches Laserzentrum (BLZ)","www.blz.org","Sonst. Forschg",981047,,
"Bayerisches Staatsinstitut für Hochschulforschung und Hochschulplanung","Bavarian State Institute for Higher Education Research and Planning","www.ihf.bayern.de/","Landesforschung",20713178,"grid.506121.1",
"Bayerisches Zentrum für Angewandte Energieforschung e.V. (ZAE Bayern)","Bavarian Center for Applied Energy Research (ZAE Bayern)","www.zae-bayern.de/","Landesforschung",13111,,"Bereich Energieeffizienz (Standort Würzburg)"
"Bayerisches Zentrum für Angewandte Energieforschung e.V. (ZAE Bayern)","Bavarian Center for Applied Energy Research (ZAE Bayern)","www.zae-bayern.de/","Landesforschung",13111,,"Bereich Energiespeicherung (Standort Garching)"
"Bayerisches Zentrum für Angewandte Energieforschung e.V. (ZAE Bayern)","Bavarian Center for Applied Energy Research (ZAE Bayern)","www.zae-bayern.de/","Landesforschung",13111,,"Bereich Erneuerbare Energien (Standort Erlangen)"
"Bayerisches Zentrum für Angewandte Energieforschung e.V. (ZAE Bayern)","Bavarian Center for Applied Energy Research (ZAE Bayern)","www.zae-bayern.de/","Landesforschung",13111,,"Bereich Erneuerbare Energien (Standort Hof)"
"Bayerisches Zentrum für Angewandte Energieforschung e.V. (ZAE Bayern)","Bavarian Center for Applied Energy Research (ZAE Bayern)","www.zae-bayern.de/","Landesforschung",13111,,"Bereich Erneuerbare Energien (Standort Nürnberg)"
"Beckmann-Institut für Technologieentwicklung e.V.","Beckmann Institute of Technology Development (BTE e.V.)","www.beckmann-institut.de","Sonst. Forschg",14249950,,
"Beratungsstelle der Welttourismusorganisation der Vereinten Nationen (UNWTO) für Tourismus und Biodiversität",,"www2.unwto.org/en","Int. wiss. Org.",392163300,,
"Beratungszentrum für Hygiene GmbH (BZH)","Hygiene Advice Centre","www.bzh-freiburg.de/","Sonst. Forschg",26309,,
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Fakultät für Architektur und Bauingenieurwesen"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Fakultät für Design und Kunst"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Fakultät für Elektrotechnik, Informationstechnik und Medientechnik"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Fakultät für Geistes- und Kulturwissenschaften"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Fakultät für Human- und Sozialwissenschaften"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Fakultät für Maschinenbau und Sicherheitstechnik"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Fakultät für Mathematik und Naturwissenschaften"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Fakultät für Wirtschaftswissenschaft - Schumpeter School of Business and Economics"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Forschungsstelle für Bürgerbeteiligung"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Hochschulsport"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Institut für Polymertechnologie"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Institut für Robotik"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Institut für Sicherungssysteme (ISS)"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Interdisziplinäres Zentrum für Angewandte Informatik und Scientific Computing"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Interdisziplinäres Zentrum für Wissenschafts- und Technikforschung"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Interdisziplinäres Zentrum für das Management technischer Prozesse"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Jackstädtzentrum für Unternehmertums- und Innovationsforschung"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","School of Education"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Universitätsbibliothek"
"Bergische Universität Wuppertal","The University of Wuppertal","www.uni-wuppertal.de","Universität",10286,"grid.7787.f","Zentrum für interdisziplinäre Sprachforschung (ZefiS)"
"Bergisches Freilichtmuseum für Ökologie und bäuerlich-handwerkliche Kultur","Bergisch Open-Air Museum for Ecology and Rural Crafts and Culture","www.museumsverband-rheinland.de/museen-im-verband/lindlar-bergisches-freilichtmuseum-fuer-oekologie-und-baeuerlich-handwerkliche-kultur/","Landesforschung",203594073,,
"Berlin Graduate School for Global and Transregional Studies (BGTS)","Berlin Graduate School for Global and Transregional Studies (BGTS)","www.transnationalstudies.eu/","Sonst. Forschg",216285276,,
"Berlin School of Business and Innovation (BSBI)","Berlin School of Business and Innovation (BSBI)","www.berlinsbi.com","Weitere HS/FS",461480981,,
"Berlin School of Public Health an der Charité (BSPH)","Berlin School of Public Health at the Charité  (BSPH)","bsph.charite.de/","Sonst. Forschg",30055,,
"Berlin-Brandenburger Herzinfarktregister e. V.","Berlin-Brandenburg Heart Attack Register","www.herzinfarktregister.de","Sonst. Forschg",406042160,,
"Berlin-Brandenburgische Akademie der Wissenschaften","Berlin-Brandenburg Academy of Sciences and Humanities","www.bbaw.de/forschung","Akad. d. Wiss.",10610,"grid.420264.6","Arbeitsstelle Die alexandrinische und antiochenische Bibelexegese in der Spätantike"
"Berlin-Brandenburgische Akademie der Wissenschaften","Berlin-Brandenburg Academy of Sciences and Humanities","www.bbaw.de/forschung","Akad. d. Wiss.",10610,"grid.420264.6","Arbeitsstelle Neuedition, Revision und Abschluss der Werke Immanuel Kants"
"Berlin-Brandenburgische Akademie der Wissenschaften","Berlin-Brandenburg Academy of Sciences and Humanities","www.bbaw.de/forschung","Akad. d. Wiss.",10610,"grid.420264.6","Digitales Wörterbuch der Deutschen Sprache"
"Berlin-Brandenburgische Akademie der Wissenschaften","Berlin-Brandenburg Academy of Sciences and Humanities","www.bbaw.de/forschung","Akad. d. Wiss.",10610,"grid.420264.6","Kurt-Gödel-Forschungsstelle: Die Philosophischen Bemerkungen Kurt Gödels"
"Berlin-Brandenburgische Akademie der Wissenschaften","Berlin-Brandenburg Academy of Sciences and Humanities","www.bbaw.de/forschung","Akad. d. Wiss.",10610,"grid.420264.6","Schleiermacher in Berlin 1808-1834. Briefwechsel, Tageskalender, Vorlesungen"
"Berlin-Brandenburgische Akademie der Wissenschaften","Berlin-Brandenburg Academy of Sciences and Humanities","www.bbaw.de/forschung","Akad. d. Wiss.",10610,"grid.420264.6","Zentrum Grundlagenforschung Alte Welt"
"Berlin-Brandenburgische Akademie der Wissenschaften","Berlin-Brandenburg Academy of Sciences and Humanities","www.bbaw.de/forschung","Akad. d. Wiss.",10610,"grid.420264.6","Zentrum für digitale Lexikographie der deutschen Sprache"
"Berlin-Institut für Bevölkerung und Entwicklung","Berlin Institute for Population and Development","www.berlin-institut.org","Sonst. Forschg",87734090,"grid.506130.1",
"Berliner Antike-Kolleg (BAK)","Berliner Antike-Kolleg (BAK)","www.berliner-antike-kolleg.org","Sonst. Forschg",378721553,,
"Berliner Elektronenspeicherring - Gesellschaft für Synchrotronstrahlung mbH","Medical Physics","www.bessy.de/","Sonst. Forschg",14433919,"grid.424048.e",
"Berliner Institut für Gesundheitsforschung (BIG)","Berlin Institute of Health (BIH)","www.bihealth.org/","Sonst. Forschg",260999281,,
"Berliner Institut für Gesundheitsforschung (BIG)","Berlin Institute of Health (BIH)","www.bihealth.org/","Sonst. Forschg",260999281,,"Arbeitsgruppe Biomedizinische Bildverarbeitung"
"Berliner Institut für Gesundheitsforschung (BIG)","Berlin Institute of Health (BIH)","www.bihealth.org/","Sonst. Forschg",260999281,,"BIH Zentrum Digitale Gesundheit"
"Berliner Institut für Gesundheitsforschung (BIG)","Berlin Institute of Health (BIH)","www.bihealth.org/","Sonst. Forschg",260999281,,"Core Facility Stammzellen"
"Berliner Institut für Gesundheitsforschung (BIG)","Berlin Institute of Health (BIH)","www.bihealth.org/","Sonst. Forschg",260999281,,"Nachwuchsgruppe Computational Genome Biology"
"Berliner Institut für Sozialforschung","Berlin Institute for Social Research","www.bis-berlin.de/","Sonst. Forschg",981595,,
"Berliner Institut für Staat-Kirche-Forschung","Berlin Institute for Church and State Research","www.staat-kirche.de/deutsch/index.html","Sonst. Forschg",413254876,,
"Berliner Zentrum Industriekultur (bzi)","Berlin Centre of Industrial Culture (bzi)","www.industriekultur.berlin","Sonst. Forschg",273052430,,
"Bernhard-Nocht-Institut für Tropenmedizin (BNITM)","Bernhard Nocht Institute for Tropical Medicine (BNITM)","www.bnitm.de/","WGL",10431,"grid.424065.1","Epidemiologie und Diagnostik"
"Bernhard-Nocht-Institut für Tropenmedizin (BNITM)","Bernhard Nocht Institute for Tropical Medicine (BNITM)","www.bnitm.de/","WGL",10431,"grid.424065.1","Klinische Forschung"
"Bernhard-Nocht-Institut für Tropenmedizin (BNITM)","Bernhard Nocht Institute for Tropical Medicine (BNITM)","www.bnitm.de/","WGL",10431,"grid.424065.1","Sektion für Molekularbiologie und Immunologie"
"Bernstein Netzwerk Computational Neuroscience","Bernstein Network Computational Neuroscience","www.bernstein-network.de/de","Sonst. Forschg",102356206,,"Bernstein Center for Computational Neuroscience Berlin"
"Bernstein Netzwerk Computational Neuroscience","Bernstein Network Computational Neuroscience","www.bernstein-network.de/de","Sonst. Forschg",102356206,,"Bernstein Center for Computational Neuroscience Göttingen"
"Bernstein Netzwerk Computational Neuroscience","Bernstein Network Computational Neuroscience","www.bernstein-network.de/de","Sonst. Forschg",102356206,,"Bernstein-Center for Computational Neuroscience München"
"Berufsakademie Sachsen","University of Cooperative Education Sachsen","www.ba-sachsen.de","Weitere HS/FS",418058922,,
"Berufsakademie Sachsen","University of Cooperative Education Sachsen","www.ba-sachsen.de","Weitere HS/FS",418058922,,"Staatliche Studienakademie Leipzig"
"Berufsakademie Sachsen","University of Cooperative Education Sachsen","www.ba-sachsen.de","Weitere HS/FS",418058922,,"Staatliche Studienakademie Plauen"
"Betriebswirtschaftliches Forschungszentrum für Fragen der mittelständischen Wirtschaft e.V. an der Universität Bayreuth (BF/M)","Business Research Centre for Issues Related to Small and Medium-Size Enterprises (e.V.) at the University of Bayreuth","www.bfm-bayreuth.de","Landesforschung",10773,,
"Betriebswirtschaftliches Institut für empirische   Gründungs- und Organisationsforschung e.V.","Business Institute for Empirical Foundation and Organisation Research","www.bifego.de/","Sonst. Forschg",239834146,,
"Beuth Hochschule für Technik Berlin","Beuth University of Applied Sciences Berlin","www.beuth-hochschule.de","Weitere HS/FS",10170,"grid.440921.a","Architektur und Gebäudetechnik"
"Beuth Hochschule für Technik Berlin","Beuth University of Applied Sciences Berlin","www.beuth-hochschule.de","Weitere HS/FS",10170,"grid.440921.a","Fachbereich I: Wirtschafts- und Gesellschaftswissenschaften"
